scholarship_id,scholarship_name,provider,category,education_level,min_marks_required,income_limit,scholarship_amount,state,deadline,application_mode
4292,Sitaram Scholars Program 4292,Sitaram Jindal Foundation,Merit,Postgraduate,80,250000,150000,Tamil Nadu,2026-05-04,Online/Offline
4293,Infosys Scholars Program 4293,Infosys Foundation,Merit + Need,Undergraduate,89,800000,100000,Gujarat,2026-09-03,Online
4294,Sitaram Scholars Program 4294,Sitaram Jindal Foundation,Category-Based,Postgraduate,70,800000,150000,Rajasthan,2026-08-07,Online
4295,HDFC Scholars Program 4295,HDFC Bank,Need-Based,Postgraduate,85,200000,75000,Uttar Pradesh,2026-12-05,Online
4296,Sitaram Scholars Program 4296,Sitaram Jindal Foundation,Category-Based,School,88,300000,75000,Delhi,2026-07-12,Online/Offline
4297,Bharti Scholars Program 4297,Bharti Foundation,Merit + Need,Undergraduate,85,800000,25000,Tamil Nadu,2026-06-19,Online/Offline
4298,Aditya Scholars Program 4298,Aditya Birla Group,Category-Based,PhD,53,300000,10000,Madhya Pradesh,2026-12-29,Online
4299,Ministry Scholars Program 4299,Ministry of Education,Merit + Need,Undergraduate,86,800000,100000,Tamil Nadu,2026-07-15,Online
4300,Reliance Scholars Program 4300,Reliance Foundation,Need-Based,Undergraduate,60,250000,150000,Rajasthan,2026-09-09,Online
4301,Aditya Scholars Program 4301,Aditya Birla Group,Category-Based,Postgraduate,56,800000,75000,Delhi,2026-09-15,Online/Offline
4302,Reliance Scholars Program 4302,Reliance Foundation,Merit,Undergraduate,54,500000,200000,Delhi,2026-05-23,Online/Offline
4303,Bharti Scholars Program 4303,Bharti Foundation,Category-Based,PhD,85,800000,50000,Gujarat,2026-10-06,Online/Offline
4304,Ministry Scholars Program 4304,Ministry of Education,Need-Based,Undergraduate,69,300000,75000,Delhi,2026-12-18,Online/Offline
4305,Infosys Scholars Program 4305,Infosys Foundation,Merit + Need,School,76,500000,10000,Delhi,2026-09-16,Online/Offline
4306,ONGC Scholars Program 4306,ONGC Foundation,Category-Based,School,50,800000,25000,Gujarat,2026-07-23,Online
4307,Reliance Scholars Program 4307,Reliance Foundation,Category-Based,School,69,250000,100000,Rajasthan,2026-05-13,Online/Offline
4308,Sitaram Scholars Program 4308,Sitaram Jindal Foundation,Category-Based,Undergraduate,55,250000,75000,Maharashtra,2026-11-17,Online/Offline
4309,ONGC Scholars Program 4309,ONGC Foundation,Merit,PhD,87,250000,200000,Delhi,2026-12-20,Online/Offline
4310,Ministry Scholars Program 4310,Ministry of Education,Merit,School,89,300000,25000,Rajasthan,2026-09-05,Online/Offline
4311,ONGC Scholars Program 4311,ONGC Foundation,Need-Based,Undergraduate,71,200000,25000,Karnataka,2026-07-17,Online/Offline
4312,Aditya Scholars Program 4312,Aditya Birla Group,Category-Based,PhD,53,800000,10000,Maharashtra,2026-06-02,Online/Offline
4313,Sitaram Scholars Program 4313,Sitaram Jindal Foundation,Merit,PhD,81,500000,10000,Maharashtra,2026-09-05,Online/Offline
4314,Aditya Scholars Program 4314,Aditya Birla Group,Merit + Need,Undergraduate,55,250000,150000,Maharashtra,2026-06-04,Online
4315,Ministry Scholars Program 4315,Ministry of Education,Merit + Need,Undergraduate,86,300000,10000,Maharashtra,2026-05-22,Online
4316,HDFC Scholars Program 4316,HDFC Bank,Merit,PhD,68,250000,25000,Gujarat,2026-06-10,Online
4317,HDFC Scholars Program 4317,HDFC Bank,Need-Based,Undergraduate,61,300000,10000,Karnataka,2026-11-12,Online
4318,Infosys Scholars Program 4318,Infosys Foundation,Merit + Need,PhD,55,800000,25000,Delhi,2026-07-27,Online
4319,HDFC Scholars Program 4319,HDFC Bank,Merit + Need,PhD,52,250000,10000,Maharashtra,2026-11-29,Online
4320,Bharti Scholars Program 4320,Bharti Foundation,Merit + Need,Postgraduate,55,300000,25000,Madhya Pradesh,2026-08-11,Online/Offline
4321,Ministry Scholars Program 4321,Ministry of Education,Need-Based,PhD,51,250000,150000,Gujarat,2026-07-05,Online
4322,HDFC Scholars Program 4322,HDFC Bank,Merit,Postgraduate,62,300000,100000,Madhya Pradesh,2026-06-21,Online
4323,LIC Scholars Program 4323,LIC India,Category-Based,Undergraduate,84,250000,75000,Tamil Nadu,2026-07-04,Online
4324,Sitaram Scholars Program 4324,Sitaram Jindal Foundation,Merit + Need,Postgraduate,89,250000,75000,Gujarat,2026-08-24,Online/Offline
4325,LIC Scholars Program 4325,LIC India,Need-Based,Undergraduate,86,250000,200000,Madhya Pradesh,2026-12-24,Online/Offline
4326,Reliance Scholars Program 4326,Reliance Foundation,Need-Based,PhD,77,200000,150000,Rajasthan,2026-06-08,Online
4327,Tata Scholars Program 4327,Tata Capital,Merit,Postgraduate,70,250000,75000,Gujarat,2026-09-03,Online
4328,Sitaram Scholars Program 4328,Sitaram Jindal Foundation,Need-Based,PhD,61,250000,200000,Delhi,2026-05-19,Online/Offline
4329,HDFC Scholars Program 4329,HDFC Bank,Merit,PhD,56,200000,150000,Madhya Pradesh,2026-05-28,Online/Offline
4330,ONGC Scholars Program 4330,ONGC Foundation,Merit + Need,Postgraduate,55,800000,25000,Delhi,2026-11-20,Online/Offline
4331,Infosys Scholars Program 4331,Infosys Foundation,Merit,School,61,250000,25000,Delhi,2026-11-27,Online/Offline
4332,Infosys Scholars Program 4332,Infosys Foundation,Merit,School,56,250000,200000,Karnataka,2026-08-02,Online/Offline
4333,Bharti Scholars Program 4333,Bharti Foundation,Need-Based,Undergraduate,70,250000,50000,Gujarat,2026-12-25,Online/Offline
4334,ONGC Scholars Program 4334,ONGC Foundation,Merit + Need,PhD,56,300000,10000,Madhya Pradesh,2026-12-13,Online/Offline
4335,Ministry Scholars Program 4335,Ministry of Education,Merit + Need,Postgraduate,68,800000,200000,Delhi,2026-05-09,Online
4336,Bharti Scholars Program 4336,Bharti Foundation,Merit,Undergraduate,66,200000,50000,Delhi,2026-09-30,Online/Offline
4337,LIC Scholars Program 4337,LIC India,Category-Based,School,53,200000,50000,Uttar Pradesh,2026-06-25,Online
4338,Aditya Scholars Program 4338,Aditya Birla Group,Merit + Need,Undergraduate,53,300000,100000,Uttar Pradesh,2026-12-12,Online
4339,Bharti Scholars Program 4339,Bharti Foundation,Category-Based,Postgraduate,87,500000,200000,Madhya Pradesh,2026-09-07,Online
4340,Reliance Scholars Program 4340,Reliance Foundation,Merit,PhD,72,800000,25000,Delhi,2026-09-11,Online
4341,ONGC Scholars Program 4341,ONGC Foundation,Merit + Need,Postgraduate,82,800000,100000,Madhya Pradesh,2026-10-25,Online/Offline
4342,Infosys Scholars Program 4342,Infosys Foundation,Need-Based,PhD,65,500000,10000,Maharashtra,2026-12-15,Online/Offline
4343,Infosys Scholars Program 4343,Infosys Foundation,Category-Based,Postgraduate,59,250000,100000,Rajasthan,2026-06-24,Online/Offline
4344,Bharti Scholars Program 4344,Bharti Foundation,Category-Based,PhD,57,200000,150000,Tamil Nadu,2026-05-18,Online
4345,LIC Scholars Program 4345,LIC India,Merit + Need,PhD,56,250000,50000,Maharashtra,2026-12-29,Online
4346,Ministry Scholars Program 4346,Ministry of Education,Category-Based,Postgraduate,73,300000,50000,Gujarat,2026-08-24,Online/Offline
4347,ONGC Scholars Program 4347,ONGC Foundation,Merit,Undergraduate,64,300000,150000,Uttar Pradesh,2026-06-21,Online
4348,LIC Scholars Program 4348,LIC India,Category-Based,Undergraduate,84,800000,100000,Madhya Pradesh,2026-09-25,Online
4349,Reliance Scholars Program 4349,Reliance Foundation,Merit + Need,Postgraduate,61,800000,75000,Madhya Pradesh,2026-10-03,Online
4350,Bharti Scholars Program 4350,Bharti Foundation,Need-Based,School,55,200000,10000,Delhi,2026-11-08,Online/Offline
4351,Bharti Scholars Program 4351,Bharti Foundation,Category-Based,PhD,56,500000,50000,Madhya Pradesh,2026-06-20,Online/Offline
4352,Bharti Scholars Program 4352,Bharti Foundation,Category-Based,Postgraduate,61,250000,10000,Maharashtra,2026-08-26,Online/Offline
4353,Ministry Scholars Program 4353,Ministry of Education,Need-Based,Undergraduate,89,250000,200000,Maharashtra,2026-05-06,Online/Offline
4354,Reliance Scholars Program 4354,Reliance Foundation,Need-Based,Postgraduate,66,300000,10000,Maharashtra,2026-09-13,Online
4355,LIC Scholars Program 4355,LIC India,Merit + Need,PhD,61,800000,150000,Rajasthan,2026-06-01,Online/Offline
4356,Aditya Scholars Program 4356,Aditya Birla Group,Category-Based,School,73,800000,150000,Madhya Pradesh,2026-07-14,Online
4357,LIC Scholars Program 4357,LIC India,Merit,School,57,800000,10000,Gujarat,2026-06-19,Online/Offline
4358,Tata Scholars Program 4358,Tata Capital,Merit,PhD,54,250000,75000,Gujarat,2026-08-03,Online/Offline
4359,Reliance Scholars Program 4359,Reliance Foundation,Category-Based,School,69,800000,10000,Tamil Nadu,2026-10-07,Online
4360,Bharti Scholars Program 4360,Bharti Foundation,Merit,PhD,63,800000,50000,Karnataka,2026-11-28,Online/Offline
4361,HDFC Scholars Program 4361,HDFC Bank,Merit + Need,Undergraduate,63,200000,75000,Tamil Nadu,2026-11-11,Online
4362,LIC Scholars Program 4362,LIC India,Category-Based,Undergraduate,87,300000,10000,Delhi,2026-05-07,Online
4363,Reliance Scholars Program 4363,Reliance Foundation,Merit + Need,Postgraduate,74,800000,50000,Tamil Nadu,2026-12-16,Online
4364,Infosys Scholars Program 4364,Infosys Foundation,Category-Based,PhD,87,250000,10000,Karnataka,2026-07-31,Online/Offline
4365,Ministry Scholars Program 4365,Ministry of Education,Need-Based,School,75,500000,10000,Gujarat,2026-09-19,Online/Offline
4366,Infosys Scholars Program 4366,Infosys Foundation,Merit + Need,PhD,64,250000,10000,Delhi,2026-07-06,Online
4367,Bharti Scholars Program 4367,Bharti Foundation,Need-Based,School,50,800000,75000,Maharashtra,2026-10-29,Online/Offline
4368,Ministry Scholars Program 4368,Ministry of Education,Category-Based,School,55,250000,25000,Karnataka,2026-09-21,Online
4369,Reliance Scholars Program 4369,Reliance Foundation,Category-Based,PhD,71,500000,50000,Karnataka,2026-07-10,Online
4370,Tata Scholars Program 4370,Tata Capital,Merit + Need,School,53,200000,200000,Tamil Nadu,2026-06-29,Online/Offline
4371,Ministry Scholars Program 4371,Ministry of Education,Category-Based,Undergraduate,90,500000,25000,Madhya Pradesh,2026-05-13,Online
4372,HDFC Scholars Program 4372,HDFC Bank,Merit,Postgraduate,50,500000,150000,Maharashtra,2026-07-30,Online
4373,Reliance Scholars Program 4373,Reliance Foundation,Merit,Postgraduate,64,250000,25000,Rajasthan,2026-08-17,Online
4374,Reliance Scholars Program 4374,Reliance Foundation,Merit,Undergraduate,60,250000,150000,Madhya Pradesh,2026-10-29,Online/Offline
4375,HDFC Scholars Program 4375,HDFC Bank,Merit + Need,PhD,52,200000,200000,Maharashtra,2026-07-07,Online
4376,Bharti Scholars Program 4376,Bharti Foundation,Merit,PhD,68,500000,25000,Karnataka,2026-08-26,Online
4377,Tata Scholars Program 4377,Tata Capital,Merit,PhD,63,250000,75000,Delhi,2026-11-22,Online
4378,LIC Scholars Program 4378,LIC India,Merit,School,88,800000,10000,Maharashtra,2026-12-04,Online/Offline
4379,Infosys Scholars Program 4379,Infosys Foundation,Need-Based,PhD,51,250000,200000,Gujarat,2026-09-17,Online
4380,ONGC Scholars Program 4380,ONGC Foundation,Category-Based,PhD,83,300000,10000,Karnataka,2026-11-01,Online
4381,LIC Scholars Program 4381,LIC India,Merit,School,87,800000,200000,Rajasthan,2026-09-03,Online/Offline
4382,LIC Scholars Program 4382,LIC India,Category-Based,PhD,56,200000,150000,Maharashtra,2026-06-01,Online
4383,LIC Scholars Program 4383,LIC India,Category-Based,School,76,200000,150000,Maharashtra,2026-07-22,Online/Offline
4384,Reliance Scholars Program 4384,Reliance Foundation,Merit + Need,Undergraduate,63,200000,100000,Tamil Nadu,2026-06-12,Online
4385,Sitaram Scholars Program 4385,Sitaram Jindal Foundation,Category-Based,Undergraduate,88,250000,25000,Maharashtra,2026-07-08,Online/Offline
4386,Sitaram Scholars Program 4386,Sitaram Jindal Foundation,Merit,Undergraduate,66,200000,200000,Madhya Pradesh,2026-08-03,Online/Offline
4387,ONGC Scholars Program 4387,ONGC Foundation,Merit,Undergraduate,76,250000,100000,Karnataka,2026-07-12,Online/Offline
4388,LIC Scholars Program 4388,LIC India,Need-Based,Postgraduate,50,800000,100000,Rajasthan,2026-07-06,Online
4389,ONGC Scholars Program 4389,ONGC Foundation,Merit,Postgraduate,61,500000,75000,Rajasthan,2026-12-24,Online
4390,Tata Scholars Program 4390,Tata Capital,Category-Based,School,83,500000,75000,Uttar Pradesh,2026-05-12,Online
4391,Sitaram Scholars Program 4391,Sitaram Jindal Foundation,Category-Based,PhD,87,500000,25000,Tamil Nadu,2026-06-06,Online/Offline
4392,ONGC Scholars Program 4392,ONGC Foundation,Category-Based,PhD,62,800000,100000,Tamil Nadu,2026-11-09,Online
4393,HDFC Scholars Program 4393,HDFC Bank,Merit,Postgraduate,79,200000,100000,Gujarat,2026-08-03,Online/Offline
4394,HDFC Scholars Program 4394,HDFC Bank,Need-Based,Undergraduate,84,800000,10000,Karnataka,2026-07-12,Online
4395,HDFC Scholars Program 4395,HDFC Bank,Merit + Need,Undergraduate,81,250000,100000,Rajasthan,2026-10-21,Online
4396,Ministry Scholars Program 4396,Ministry of Education,Merit + Need,School,70,300000,50000,Karnataka,2026-11-03,Online/Offline
4397,LIC Scholars Program 4397,LIC India,Merit + Need,PhD,62,300000,100000,Uttar Pradesh,2026-07-02,Online/Offline
4398,Reliance Scholars Program 4398,Reliance Foundation,Need-Based,Undergraduate,85,500000,75000,Delhi,2026-11-11,Online/Offline
4399,Ministry Scholars Program 4399,Ministry of Education,Category-Based,PhD,60,300000,75000,Delhi,2026-12-24,Online
4400,ONGC Scholars Program 4400,ONGC Foundation,Merit + Need,School,52,250000,50000,Uttar Pradesh,2026-12-23,Online/Offline
4401,Reliance Scholars Program 4401,Reliance Foundation,Category-Based,School,72,500000,50000,Tamil Nadu,2026-07-21,Online/Offline
4402,Ministry Scholars Program 4402,Ministry of Education,Merit + Need,Undergraduate,65,800000,200000,Madhya Pradesh,2026-06-11,Online/Offline
4403,HDFC Scholars Program 4403,HDFC Bank,Merit,PhD,66,300000,50000,Uttar Pradesh,2026-07-27,Online
4404,Aditya Scholars Program 4404,Aditya Birla Group,Category-Based,Undergraduate,85,300000,200000,Uttar Pradesh,2026-06-09,Online/Offline
4405,HDFC Scholars Program 4405,HDFC Bank,Merit + Need,PhD,76,250000,150000,Madhya Pradesh,2026-08-12,Online/Offline
4406,Infosys Scholars Program 4406,Infosys Foundation,Category-Based,PhD,72,500000,50000,Maharashtra,2026-06-07,Online
4407,HDFC Scholars Program 4407,HDFC Bank,Merit,School,62,200000,150000,Rajasthan,2026-05-28,Online/Offline
4408,Aditya Scholars Program 4408,Aditya Birla Group,Merit + Need,School,62,250000,200000,Karnataka,2026-11-17,Online
4409,Infosys Scholars Program 4409,Infosys Foundation,Need-Based,PhD,50,300000,10000,Rajasthan,2026-10-05,Online/Offline
4410,Bharti Scholars Program 4410,Bharti Foundation,Category-Based,Postgraduate,50,300000,50000,Uttar Pradesh,2026-06-06,Online/Offline
4411,HDFC Scholars Program 4411,HDFC Bank,Category-Based,PhD,62,250000,10000,Maharashtra,2026-12-29,Online/Offline
4412,Sitaram Scholars Program 4412,Sitaram Jindal Foundation,Merit,School,71,500000,200000,Karnataka,2026-08-21,Online/Offline
4413,Infosys Scholars Program 4413,Infosys Foundation,Merit + Need,Undergraduate,71,200000,100000,Rajasthan,2026-05-04,Online/Offline
4414,ONGC Scholars Program 4414,ONGC Foundation,Need-Based,PhD,84,500000,10000,Uttar Pradesh,2026-06-13,Online/Offline
4415,Ministry Scholars Program 4415,Ministry of Education,Need-Based,PhD,89,800000,75000,Uttar Pradesh,2026-11-01,Online
4416,LIC Scholars Program 4416,LIC India,Merit + Need,PhD,59,800000,200000,Rajasthan,2026-06-24,Online
4417,Sitaram Scholars Program 4417,Sitaram Jindal Foundation,Category-Based,PhD,84,250000,100000,Madhya Pradesh,2026-06-07,Online/Offline
4418,LIC Scholars Program 4418,LIC India,Need-Based,School,56,250000,75000,Tamil Nadu,2026-09-14,Online/Offline
4419,Tata Scholars Program 4419,Tata Capital,Need-Based,School,87,200000,25000,Delhi,2026-12-14,Online
4420,Tata Scholars Program 4420,Tata Capital,Merit + Need,PhD,63,800000,200000,Uttar Pradesh,2026-09-20,Online
4421,LIC Scholars Program 4421,LIC India,Category-Based,School,76,300000,150000,Karnataka,2026-06-24,Online/Offline
4422,ONGC Scholars Program 4422,ONGC Foundation,Need-Based,School,79,300000,100000,Gujarat,2026-10-26,Online
4423,Aditya Scholars Program 4423,Aditya Birla Group,Category-Based,PhD,68,800000,10000,Maharashtra,2026-11-05,Online
4424,Sitaram Scholars Program 4424,Sitaram Jindal Foundation,Merit + Need,Undergraduate,54,300000,10000,Karnataka,2026-07-27,Online/Offline
4425,Bharti Scholars Program 4425,Bharti Foundation,Merit + Need,PhD,86,300000,100000,Karnataka,2026-12-24,Online
4426,Bharti Scholars Program 4426,Bharti Foundation,Category-Based,PhD,61,250000,200000,Maharashtra,2026-10-20,Online/Offline
4427,Infosys Scholars Program 4427,Infosys Foundation,Merit,School,88,200000,150000,Madhya Pradesh,2026-06-20,Online/Offline
4428,Infosys Scholars Program 4428,Infosys Foundation,Need-Based,Undergraduate,59,800000,200000,Gujarat,2026-06-08,Online
4429,Sitaram Scholars Program 4429,Sitaram Jindal Foundation,Merit + Need,Postgraduate,51,500000,50000,Tamil Nadu,2026-06-13,Online/Offline
4430,Bharti Scholars Program 4430,Bharti Foundation,Merit + Need,School,83,250000,10000,Madhya Pradesh,2026-10-03,Online/Offline
4431,Tata Scholars Program 4431,Tata Capital,Need-Based,Undergraduate,67,500000,150000,Maharashtra,2026-06-26,Online
4432,LIC Scholars Program 4432,LIC India,Category-Based,Postgraduate,59,200000,10000,Karnataka,2026-08-15,Online
4433,Sitaram Scholars Program 4433,Sitaram Jindal Foundation,Need-Based,Postgraduate,88,500000,150000,Rajasthan,2026-10-19,Online
4434,Bharti Scholars Program 4434,Bharti Foundation,Need-Based,School,58,500000,25000,Rajasthan,2026-07-22,Online/Offline
4435,Tata Scholars Program 4435,Tata Capital,Merit + Need,Undergraduate,77,250000,100000,Gujarat,2026-11-22,Online/Offline
4436,Bharti Scholars Program 4436,Bharti Foundation,Merit + Need,Undergraduate,56,800000,75000,Gujarat,2026-05-25,Online/Offline
4437,LIC Scholars Program 4437,LIC India,Merit + Need,Postgraduate,63,200000,10000,Karnataka,2026-06-16,Online/Offline
4438,ONGC Scholars Program 4438,ONGC Foundation,Merit + Need,Postgraduate,88,800000,100000,Karnataka,2026-07-12,Online
4439,ONGC Scholars Program 4439,ONGC Foundation,Merit,School,57,800000,50000,Rajasthan,2026-09-12,Online
4440,Sitaram Scholars Program 4440,Sitaram Jindal Foundation,Need-Based,PhD,57,200000,25000,Maharashtra,2026-08-18,Online/Offline
4441,Aditya Scholars Program 4441,Aditya Birla Group,Category-Based,Undergraduate,84,800000,25000,Maharashtra,2026-09-30,Online/Offline
4442,Ministry Scholars Program 4442,Ministry of Education,Category-Based,Undergraduate,76,200000,75000,Madhya Pradesh,2026-08-25,Online/Offline
4443,Sitaram Scholars Program 4443,Sitaram Jindal Foundation,Category-Based,School,86,800000,75000,Madhya Pradesh,2026-06-27,Online
4444,Aditya Scholars Program 4444,Aditya Birla Group,Category-Based,Postgraduate,89,300000,50000,Madhya Pradesh,2026-05-15,Online/Offline
4445,Reliance Scholars Program 4445,Reliance Foundation,Need-Based,Undergraduate,51,500000,150000,Rajasthan,2026-12-16,Online/Offline
4446,Bharti Scholars Program 4446,Bharti Foundation,Need-Based,Postgraduate,79,500000,200000,Maharashtra,2026-08-23,Online/Offline
4447,HDFC Scholars Program 4447,HDFC Bank,Merit,PhD,61,200000,25000,Uttar Pradesh,2026-09-08,Online
4448,LIC Scholars Program 4448,LIC India,Need-Based,PhD,60,200000,150000,Madhya Pradesh,2026-11-30,Online
4449,HDFC Scholars Program 4449,HDFC Bank,Merit,PhD,51,300000,25000,Delhi,2026-11-13,Online/Offline
4450,Infosys Scholars Program 4450,Infosys Foundation,Category-Based,Undergraduate,54,800000,75000,Uttar Pradesh,2026-05-06,Online/Offline
4451,HDFC Scholars Program 4451,HDFC Bank,Merit + Need,Postgraduate,89,500000,10000,Delhi,2026-10-31,Online
4452,Ministry Scholars Program 4452,Ministry of Education,Need-Based,School,88,250000,25000,Rajasthan,2026-08-13,Online
4453,Aditya Scholars Program 4453,Aditya Birla Group,Merit,Postgraduate,77,500000,150000,Rajasthan,2026-07-05,Online/Offline
4454,Ministry Scholars Program 4454,Ministry of Education,Need-Based,Postgraduate,89,500000,150000,Uttar Pradesh,2026-09-28,Online
4455,LIC Scholars Program 4455,LIC India,Category-Based,School,55,200000,150000,Gujarat,2026-08-11,Online/Offline
4456,Aditya Scholars Program 4456,Aditya Birla Group,Category-Based,Undergraduate,63,800000,10000,Delhi,2026-07-19,Online
4457,Ministry Scholars Program 4457,Ministry of Education,Category-Based,School,61,200000,75000,Delhi,2026-09-30,Online/Offline
4458,ONGC Scholars Program 4458,ONGC Foundation,Merit,PhD,64,300000,150000,Karnataka,2026-08-01,Online/Offline
4459,Infosys Scholars Program 4459,Infosys Foundation,Merit,Postgraduate,82,300000,150000,Maharashtra,2026-10-08,Online
4460,ONGC Scholars Program 4460,ONGC Foundation,Category-Based,Postgraduate,57,500000,50000,Uttar Pradesh,2026-09-14,Online
4461,ONGC Scholars Program 4461,ONGC Foundation,Merit,Postgraduate,73,500000,75000,Maharashtra,2026-12-17,Online
4462,HDFC Scholars Program 4462,HDFC Bank,Category-Based,PhD,69,800000,100000,Karnataka,2026-06-29,Online
4463,Aditya Scholars Program 4463,Aditya Birla Group,Category-Based,Undergraduate,78,300000,10000,Delhi,2026-06-27,Online/Offline
4464,HDFC Scholars Program 4464,HDFC Bank,Merit + Need,Undergraduate,66,250000,200000,Karnataka,2026-05-11,Online/Offline
4465,Bharti Scholars Program 4465,Bharti Foundation,Need-Based,PhD,81,800000,200000,Maharashtra,2026-06-02,Online/Offline
4466,Tata Scholars Program 4466,Tata Capital,Merit,PhD,52,800000,200000,Maharashtra,2026-09-17,Online/Offline
4467,Bharti Scholars Program 4467,Bharti Foundation,Category-Based,PhD,58,300000,50000,Maharashtra,2026-10-23,Online
4468,Reliance Scholars Program 4468,Reliance Foundation,Merit,Postgraduate,56,300000,25000,Maharashtra,2026-06-06,Online/Offline
4469,Reliance Scholars Program 4469,Reliance Foundation,Merit,Postgraduate,53,800000,200000,Gujarat,2026-11-27,Online/Offline
4470,Sitaram Scholars Program 4470,Sitaram Jindal Foundation,Need-Based,Postgraduate,62,500000,75000,Tamil Nadu,2026-08-14,Online
4471,Bharti Scholars Program 4471,Bharti Foundation,Need-Based,PhD,78,200000,100000,Karnataka,2026-11-18,Online/Offline
4472,LIC Scholars Program 4472,LIC India,Merit + Need,Postgraduate,59,300000,150000,Delhi,2026-09-08,Online/Offline
4473,Tata Scholars Program 4473,Tata Capital,Category-Based,PhD,65,500000,200000,Delhi,2026-12-27,Online/Offline
4474,LIC Scholars Program 4474,LIC India,Category-Based,School,81,250000,150000,Uttar Pradesh,2026-09-06,Online/Offline
4475,HDFC Scholars Program 4475,HDFC Bank,Merit,PhD,62,800000,200000,Tamil Nadu,2026-06-09,Online/Offline
4476,Reliance Scholars Program 4476,Reliance Foundation,Merit,Undergraduate,64,800000,100000,Gujarat,2026-10-29,Online/Offline
4477,Ministry Scholars Program 4477,Ministry of Education,Merit + Need,Undergraduate,86,200000,100000,Karnataka,2026-12-20,Online
4478,Ministry Scholars Program 4478,Ministry of Education,Category-Based,Postgraduate,63,500000,200000,Tamil Nadu,2026-12-31,Online
4479,Bharti Scholars Program 4479,Bharti Foundation,Category-Based,Undergraduate,58,500000,75000,Uttar Pradesh,2026-08-11,Online/Offline
4480,Ministry Scholars Program 4480,Ministry of Education,Category-Based,Postgraduate,79,300000,50000,Uttar Pradesh,2026-08-25,Online
4481,Tata Scholars Program 4481,Tata Capital,Merit,PhD,58,500000,25000,Karnataka,2026-08-20,Online
4482,Tata Scholars Program 4482,Tata Capital,Merit,Postgraduate,70,250000,150000,Delhi,2026-05-13,Online/Offline
4483,Reliance Scholars Program 4483,Reliance Foundation,Category-Based,Undergraduate,86,800000,50000,Uttar Pradesh,2026-05-06,Online
4484,Ministry Scholars Program 4484,Ministry of Education,Merit,Undergraduate,60,300000,50000,Uttar Pradesh,2026-12-22,Online
4485,Infosys Scholars Program 4485,Infosys Foundation,Need-Based,Postgraduate,53,250000,10000,Madhya Pradesh,2026-07-14,Online/Offline
4486,Tata Scholars Program 4486,Tata Capital,Merit + Need,Undergraduate,78,800000,50000,Delhi,2026-06-01,Online/Offline
4487,Aditya Scholars Program 4487,Aditya Birla Group,Merit,Undergraduate,52,800000,75000,Gujarat,2026-06-01,Online
4488,Ministry Scholars Program 4488,Ministry of Education,Merit + Need,School,60,800000,200000,Gujarat,2026-08-09,Online/Offline
4489,Sitaram Scholars Program 4489,Sitaram Jindal Foundation,Merit + Need,PhD,66,500000,10000,Maharashtra,2026-07-26,Online/Offline
4490,Ministry Scholars Program 4490,Ministry of Education,Need-Based,School,63,500000,50000,Maharashtra,2026-06-22,Online
4491,Aditya Scholars Program 4491,Aditya Birla Group,Merit,School,63,800000,10000,Karnataka,2026-12-15,Online
4492,LIC Scholars Program 4492,LIC India,Merit,School,80,500000,75000,Tamil Nadu,2026-10-15,Online/Offline
4493,Ministry Scholars Program 4493,Ministry of Education,Need-Based,School,64,800000,100000,Rajasthan,2026-09-19,Online/Offline
4494,Tata Scholars Program 4494,Tata Capital,Merit,Undergraduate,62,250000,200000,Uttar Pradesh,2026-08-31,Online/Offline
4495,Reliance Scholars Program 4495,Reliance Foundation,Merit + Need,School,51,500000,150000,Tamil Nadu,2026-06-23,Online
4496,LIC Scholars Program 4496,LIC India,Merit + Need,Postgraduate,88,500000,200000,Karnataka,2026-05-18,Online
4497,LIC Scholars Program 4497,LIC India,Merit + Need,School,66,300000,150000,Maharashtra,2026-09-17,Online
4498,HDFC Scholars Program 4498,HDFC Bank,Merit,Postgraduate,62,300000,75000,Tamil Nadu,2026-06-22,Online
4499,Bharti Scholars Program 4499,Bharti Foundation,Merit + Need,PhD,85,500000,200000,Tamil Nadu,2026-06-10,Online
4500,Sitaram Scholars Program 4500,Sitaram Jindal Foundation,Merit + Need,Undergraduate,50,200000,25000,Rajasthan,2026-11-11,Online/Offline
4501,Sitaram Scholars Program 4501,Sitaram Jindal Foundation,Merit,Postgraduate,50,500000,50000,Karnataka,2026-11-13,Online/Offline
4502,Aditya Scholars Program 4502,Aditya Birla Group,Category-Based,School,88,500000,50000,Tamil Nadu,2026-07-20,Online/Offline
4503,Reliance Scholars Program 4503,Reliance Foundation,Merit + Need,Postgraduate,80,200000,25000,Tamil Nadu,2026-10-03,Online/Offline
4504,LIC Scholars Program 4504,LIC India,Merit,Postgraduate,78,500000,10000,Tamil Nadu,2026-05-22,Online/Offline
4505,ONGC Scholars Program 4505,ONGC Foundation,Merit + Need,Undergraduate,69,300000,100000,Delhi,2026-10-09,Online
4506,Aditya Scholars Program 4506,Aditya Birla Group,Category-Based,Undergraduate,52,800000,150000,Tamil Nadu,2026-11-08,Online
4507,Ministry Scholars Program 4507,Ministry of Education,Need-Based,PhD,73,300000,75000,Uttar Pradesh,2026-12-07,Online/Offline
4508,ONGC Scholars Program 4508,ONGC Foundation,Category-Based,Undergraduate,79,800000,10000,Rajasthan,2026-12-26,Online/Offline
